complaint_text,product
kichu moyla sorao ekhane theke,Waste Management
vat theke baje gondho asche,Waste Management
rastar upar moyla fele rekheche,Waste Management
moylar stup hoye geche,Waste Management
keu moyla clean korte asche na,Waste Management
parar rastay joto toto janjal,Waste Management
janjal bhorti rasta,Waste Management
garbage aseni dite,Waste Management
vat theke machi urchche,Waste Management
garbage truck asheni amader paray,Waste Management
moyla theke gondho asche,Waste Management
gari theke moyla nite asheni,Waste Management
moyla jome jol block hocche,Waste Management
khub nongra kore rekheche rasta ta,Waste Management
municipal corporation moyla tuleni,Waste Management
waste jome geche dustbin er baire,Waste Management
baje gondho moyla vat theke,Waste Management
lok e rastar majkhane moyla felse,Waste Management
poriskar kora hochena,Waste Management
dustbin er dhakka khola ar nongra bhorti,Waste Management
paray moylar dhibi,Waste Management
waste management sothik na,Waste Management
cleaning hobe kobe,Waste Management
moylay vat bondho,Waste Management
janjal tola hok,Waste Management
kachara poriskar korar lok asheni,Waste Management
amader moyla tule nin,Waste Management
waste disposal theek hoche na,Waste Management
moyla soriye felun,Waste Management
nongra fela bondho korun,Waste Management
dustbin fete jacche moylate,Waste Management
moylar gari rasta e atke ache,Waste Management
nongra fela mana koro,Waste Management
vater nongra theke rog,Waste Management
moyla sob rasta te,Waste Management
cleaning aschena,Waste Management
kachra theke dur gondo,Waste Management
moylar sthup ke asbe poriskar korte,Waste Management
waste material rastay pore,Waste Management
dustbin clean korte hobe ekhoni,Waste Management
rasta ghat nongra theke vora,Waste Management
porishkar korun kachra,Waste Management
waste management er number bondho,Waste Management
moyla clear korar lok kothay,Waste Management
drain theke jol vese jacche,Drainage
jol jome geche rastay,Drainage
drainage system ektu o bhalo na,Drainage
brishti te rasta jol vora,Drainage
jol er nikashi nei,Drainage
drain jam ache,Drainage
jole dooba rasta,Drainage
drain theke nongra jol rastay,Drainage
pipe block hocche drain er,Drainage
jal bodhdho hoyeche,Drainage
barite jol dhuke jacche drain theke,Drainage
drain theke over flow,Drainage
jol theke baje gondho,Drainage
jol jomar karone gari fese geche,Drainage
bristi holei jal jol,Drainage
drainer dhakna nei,Drainage
drain bhenge geche amader,Drainage
bhenge geche jol nishkashan,Drainage
rastay hate jol,Drainage
drain clear hochena,Drainage
jal jam thake amader ekhane,Drainage
rasta flooded hoyeche,Drainage
drain theke eto gondho asche,Drainage
joler theke lok er asha jawa bondho,Drainage
drain er bhetor kachara jom,Drainage
jol nikashor bosta bhalo kore,Drainage
amader barir asha pash a jol,Drainage
kobe theke drain block,Drainage
drain cleaning dorkar,Drainage
jol soriye nite kothay,Drainage
drain theke boka hobe,Drainage
jolo baddhata,Drainage
drain line fete nongra berouche,Drainage
bristir jol jome ache,Drainage
drain theke jal saralo kothay,Drainage
drain bhorti jol jome,Drainage
khola drain dangerous,Drainage
jol sarini,Drainage
drain of parar rastay block,Drainage
drain theke thela kachra rastay,Drainage
jal jamaat,Drainage
drainage theke problem,Drainage
pipe jome jol block,Drainage
kalker theke drain overflowing,Drainage
janjal theke drain vora,Drainage
jol sorao rasta theke,Drainage
rasta nodi hoye geche,Drainage
kobe jol sorbe rasta theke,Drainage
gortote jol vorche,Drainage
drainer obostha kharab,Drainage
boro gachhe rasta atke geche,Tree/Landscape
gach bhenge poreche rastay,Tree/Landscape
dal bhenge tar e poreche,Tree/Landscape
gacher dal electric line e,Tree/Landscape
amader ekhane park ta poriskar nei,Tree/Landscape
gacher dal e line chireche,Tree/Landscape
park theke sob gach kete feleche,Tree/Landscape
rasta theke gach porishkar korun,Tree/Landscape
tufan e gach poreche,Tree/Landscape
gacher kaste hobe rasta block,Tree/Landscape
mata theke gacher dal theke vipod,Tree/Landscape
park er theke ghas gulo khub boro,Tree/Landscape
jhar theke gach uplo,Tree/Landscape
rastar majhkhane gach,Tree/Landscape
gach ta katar dorkar,Tree/Landscape
rasta block gacher jonne,Tree/Landscape
gacher gurti ke asbe sora,Tree/Landscape
rasta clear koro gach tule,Tree/Landscape
park e gach gulo moche jacche,Tree/Landscape
rasta e gach jharur moto vange,Tree/Landscape
landscape er obostha khub kharap,Tree/Landscape
janjal sorao park theke,Tree/Landscape
gach pali theke baje gondho,Tree/Landscape
gach chintai hoche ekhane,Tree/Landscape
tree fell down,Tree/Landscape
amader math theke kachra sorao,Tree/Landscape
garden theke lok ashena poriskar korte,Tree/Landscape
park bongho gach pore thakay,Tree/Landscape
rastay gacher pata fese gari accident,Tree/Landscape
dal theke current er tar nemeche,Tree/Landscape
gacher boro pata rastay,Tree/Landscape
jhar vange gach theke danger,Tree/Landscape
gacher pichon e chor thake,Tree/Landscape
park clean na,Tree/Landscape
amader elakay bagan jangle vora,Tree/Landscape
grass besi boro hoche ekhane,Tree/Landscape
gach kata hoche oboidho bhabe,Tree/Landscape
poribesh noshto korche gach kete,Tree/Landscape
gacher kando bhange fese,Tree/Landscape
dal katar jonno call koresi,Tree/Landscape
boro boro gach theke jhor,Tree/Landscape
gacher bose lok ke osubidha,Tree/Landscape
tree cutting hocche onumoti chhara,Tree/Landscape
plant kete felche,Tree/Landscape
park e bacha gulo jabe kibhabe,Tree/Landscape
gach pore rasta bondho,Tree/Landscape
dal ke theke sorao,Tree/Landscape
landscape sothik vabe toiri nai,Tree/Landscape
gach theke accident,Tree/Landscape
rastay gacher dal chire poreche,Tree/Landscape
elakay dengue hocche,Public Health
moshar uppodrob theke jol choracche,Public Health
jome thaka jole mosha,Public Health
khub asustho lok ekhane rog chorache,Public Health
swastho kendre daktar aseni,Public Health
haspatale osudh nei,Public Health
roga theke manus mara jacche,Public Health
dengue patient barche parar bhitor,Public Health
kono fogg maren nai amader paray,Public Health
malaria theke danger,Public Health
machi mosha theke rokha koron,Public Health
doctor nei swastho kende,Public Health
swastho bebostha bhenge poreche,Public Health
corona ba onno rog asche amader,Public Health
moshok nidhon kormosuchi theke nei ekhane,Public Health
haspatale baje poriseba,Public Health
rogir obostha kharap korche narsa,Public Health
mosha marar tel da ni keu,Public Health
public clinic theke bondho,Public Health
amader paray sobaika dengue hoche,Public Health
chikitsa theke pichiye achi amra,Public Health
daktar theke sahayya aschena,Public Health
amader aspashe swastho bibhag nei,Public Health
dengue moshak bhorti,Public Health
medicine nei hospital e,Public Health
pukur jole nongra theke rog,Public Health
swastho shibir kora hok amader ekhane,Public Health
kukur theke bite korche manuske,Public Health
rog bhugche manush treatment nei,Public Health
jwar e manus fese jacche,Public Health
bleaching powder chorano hok,Public Health
swastho kormi aseni vaccination korte,Public Health
fever e vugche shishura,Public Health
clinic theke vul treatment hoche,Public Health
moshari dorkar ekhane beshi,Public Health
paribesh swastho theke kharap,Public Health
swastho bidhi manchena ekhane,Public Health
cholera choriye poreche elakay,Public Health
amader health er hal kharap,Public Health
dengue case eto barche,Public Health
rog jeno theke sikhha nite paro,Public Health
machi boka hoche kachra theke roge,Public Health
asustho ke theke dekhbe,Public Health
daktarkhana theke eto dure,Public Health
treatment e osudh pai na,Public Health
public health er eto durdosha,Public Health
rog jibanu charale kikore hobe,Public Health
sastho bebostha eto baje,Public Health
machir karone swastho theke somossa,Public Health
dengu test centre khub dure,Public Health
dokan dar extra taka nichhe,Consumer Affairs
bhejal jinish bechche ekhane,Consumer Affairs
mrp er beshi dam nichhe,Consumer Affairs
kintu vul bill diyeche,Consumer Affairs
online kinlam ekti jinish pailam na,Consumer Affairs
dam beshi niye amar theke thokiyeche,Consumer Affairs
kharap jinish diyeche amake dokan,Consumer Affairs
expry date theke periye geche,Consumer Affairs
dokane theke thokiye,Consumer Affairs
bhejal khabar bechche hotel e,Consumer Affairs
bill deini amar theke cash theke nise,Consumer Affairs
oojon kom diyeche,Consumer Affairs
weight thik na,Consumer Affairs
dokan dari cheat korse,Consumer Affairs
bhejal misti theke roga hobe,Consumer Affairs
company amar product pherot nicchena,Consumer Affairs
customer theke kharap bebohar,Consumer Affairs
warranty theke claim korchi dicchena,Consumer Affairs
poca jinish diche,Consumer Affairs
kalo bajari hocche kachhe,Consumer Affairs
hotel e theke khabar baje,Consumer Affairs
product nosto tao palte dilona,Consumer Affairs
consumer forum e complaint korbo,Consumer Affairs
mrp er theke dami,Consumer Affairs
dokan amar theke thela theli korche,Consumer Affairs
fake product diyeche amake,Consumer Affairs
brand er nam kore dublicate diche,Consumer Affairs
thok baaj bebsahi ekhane,Consumer Affairs
online e faki dicche,Consumer Affairs
bhejal theke osudh nosto,Consumer Affairs
price theke eto difrence keno,Consumer Affairs
jinis return nichhena,Consumer Affairs
guarantee theke thaklew free repair kortechena,Consumer Affairs
boka banayece dokan wala,Consumer Affairs
consumer rights e asche eta,Consumer Affairs
beshi dam nieche chaler,Consumer Affairs
osudh er dokan thaka beshi rate,Consumer Affairs
karon bhalo diche na support,Consumer Affairs
dokandar ojon theke churi korche,Consumer Affairs
quality ekdom kharap,Consumer Affairs
kom jinish dicche dam thik,Consumer Affairs
chitingbaj lok ekhane,Consumer Affairs
vul procher dichhe amake,Consumer Affairs
amake fake id theke thokiyeche,Consumer Affairs
customer support kaj theke korena,Consumer Affairs
amake vul jinish delivery theke hoyeche,Consumer Affairs
kachhe dam kosiye beshi nise,Consumer Affairs
baje purno theke ami ki korbo,Consumer Affairs
quality kontrol nai jiniser,Consumer Affairs
kono bill day nai amake,Consumer Affairs
bari bhenge porbe emon obostha,Rent/Building
building theke plasster porche,Rent/Building
illegal construction hoche ekhane,Rent/Building
bari valo theke theke na theke crack,Rent/Building
vara bari theke amake biddhonto korche,Rent/Building
building er chhad fete jol pore,Rent/Building
onumoti chara building toiri hocche,Rent/Building
purono bari vange asche,Rent/Building
amader barir chade theke thela porche,Rent/Building
barite flat theke dhoya asche,Rent/Building
building theke boro fota,Rent/Building
flat er obostha theke nongra,Rent/Building
rent besi nise rasta theke kachha,Rent/Building
building jhunki purno,Rent/Building
illegal bari baniyeche amader theke ekhane,Rent/Building
bhara bari walar eto atyachar,Rent/Building
building block,Rent/Building
kono safety nei ei barite,Rent/Building
barir plaster theke chire jacche,Rent/Building
kori bhenge poreche chat theke,Rent/Building
amader building khub e durbol,Rent/Building
barwala theke thela dichhe,Rent/Building
rent flat e eto asubidha,Rent/Building
bipojjonok bari eta kobe theke bhangbe,Rent/Building
bara walar churi,Rent/Building
chader theke jal chuiye pore,Rent/Building
bari onno theke onadhikar dhukechhe,Rent/Building
construction er problem,Rent/Building
mati chire theke building bose jacche,Rent/Building
amader dariate bhenge,Rent/Building
bhejal eit theke bari thekeche,Rent/Building
illegal extension bari te,Rent/Building
flat e theke eto koshto,Rent/Building
rent owner theke amake bar korete chay,Rent/Building
bari kachra theke asustho,Rent/Building
building plan theke thela diche,Rent/Building
rent agrement nai ami ki theke korbo,Rent/Building
flat theke kharap smell,Rent/Building
purono bari theke jol chue pore,Rent/Building
bhara theke evict korche bina karone,Rent/Building
landlord eto pareshan korche,Rent/Building
bari toiri korche kintu jol jome ache,Rent/Building
notun flat theke bhenge porche,Rent/Building
barite kono theke jal nei theke alo nei,Rent/Building
bariwala deposit ferot dicche na,Rent/Building
illegal floor toiri theke,Rent/Building
building jhule poreche,Rent/Building
flat pawa jacchena,Rent/Building
tenant ke disturb theke korche,Rent/Building
bari jeno bhenge jacche ekhuni,Rent/Building
agun legeche barite,Fire Safety
fire engine theke aseni,Fire Safety
office theke baje dhoya asche,Fire Safety
karkhanay agun dhukechhe,Fire Safety
fire extinguisher nosto ekhane,Fire Safety
cylinder blast theke agun,Fire Safety
shop e theke theke dhoya beroucche,Fire Safety
fire alarm bajche na,Fire Safety
agun lagle ekhane bepanok,Fire Safety
fire safety bhalo theke nei,Fire Safety
godown theke agun chotache,Fire Safety
taratari dambol theke pathan,Fire Safety
agun choriye porche ekhane,Fire Safety
bari theke dhoya theke urche,Fire Safety
fire dapart theke lok ashena keno,Fire Safety
amader kache agun er gari aschena,Fire Safety
fire exit bondho,Fire Safety
boma fete theke agun,Fire Safety
fire brigade e phone lagchena,Fire Safety
kachra te agun theke dhoya,Fire Safety
building fire safety rules maneni,Fire Safety
agun lege manush fese theke geche,Fire Safety
current theke theke shok lege agun,Fire Safety
fire system kaj korchena theke ekhane,Fire Safety
godown e gas cylinder theke agun,Fire Safety
agni nirbapon babostha theke kharap,Fire Safety
fire hydrant bhanga theke,Fire Safety
ekhane theke agun er theke thela asche,Fire Safety
hotel e fire exhuast theke nai,Fire Safety
kachate fire danger theke royeche,Fire Safety
jangle theke agun lagbe theke,Fire Safety
fire truck atke theke kachra,Fire Safety
agun niva teh theke thela,Fire Safety
theke fire accident theke bacha jabe ki,Fire Safety
hospital e theke fire door bondho,Fire Safety
mall e theke dhoya theke nasta,Fire Safety
fire lcence nai ei dukan theke,Fire Safety
kothay fire brigade,Fire Safety
bostite theke agun theke thela legeche,Fire Safety
joldih korun theke theke thela agun,Fire Safety
fire control hochena ekhane theke,Fire Safety
bhaynak agun asche theke chhat theke,Fire Safety
agun atkano theke jachhena,Fire Safety
fire extinguser khali theke asbe,Fire Safety
building theke agun theke beroule kikore theke vhagbo,Fire Safety
bajar e agun theke thela dhukechhe,Fire Safety
tahole theke fire truck aseni keno,Fire Safety
jalte theke agun chotai,Fire Safety
barir mardthe agun lege theke thela purno,Fire Safety
fire theke emergency dorkar,Fire Safety
traffic theke khub theke jam,Traffic
rasta theke eto block,Traffic
jam e theke fese theke achi 3 ghonta,Traffic
traffic police aseni theke ekhane,Traffic
signal nosto ekhane theke kono theke light nai,Traffic
traffic jam eto theke matha korap,Traffic
rastay theke theke jam hobe theke ekhuni,Traffic
wrong route theke theke gari theke chaliyeche,Traffic
traffic light kharap theke,Traffic
eto vhir rasta te theke kono bebosta nai,Traffic
rasta clear koro theke eto theke traffic keno,Traffic
bus stand theke theke jam e purno,Traffic
heavy vhir rastay,Traffic
traffic sargeant theke nei ekhane,Traffic
manus hata theke parchena rastay,Traffic
bike theke helmet nai ekhane,Traffic
auto gulo rasta jam theke thela kore,Traffic
rasta theke atke theke jabe,Traffic
signal of theke theke thela ekhane,Traffic
traffic rules theke theke keu manena,Traffic
crossing e accident theke thela hocche,Traffic
signal jeno theke theke purno baje,Traffic
amader rastay eto theke jam keno,Traffic
traffic police kaj theke korche na,Traffic
rash driving theke bhoy korche,Traffic
beparoa theke bus theke cholchhe,Traffic
rasta theke block by theke kachra,Traffic
highway te theke jam theke thela fese,Traffic
bike wara theke speed e ekhane,Traffic
red light theke purno nai theke periche,Traffic
traffic bebosta theke thela kharap,Traffic
rasta crossing e jam theke,Traffic
accident theke traffic rasta block,Traffic
eto byastota theke thakte parchena rasta,Traffic
bikel belay theke traffic,Traffic
traffic sign board theke nei theke nai,Traffic
parking theke thela theke illegal hoche,Traffic
no entry te dhuke theke jam,Traffic
traffic janjot e atke,Traffic
signal na theke thela eto gari theke asche,Traffic
over speed theke thela ekhane,Traffic
pedestrian crossing nai ekhane theke,Traffic
rasta e theke bus dariye theke jam,Traffic
bridge e theke block hocche,Traffic
kono niontron nai theke traffic e,Traffic
driver ra law theke manchena theke ekhane,Traffic
jam theke chhutkara kobe pabo,Traffic
traffic jam clear theke koron ekhoni,Traffic
signal thik thak theke thela jolena,Traffic
gari theke thela kore theke jam e fese ache,Traffic
current chole geche,Electricity
load shedding,Electricity
rastar alo bhanga,Electricity
light blink korche,Electricity
power chole geche,Electricity
light fuse hoye geche,Electricity
bulb fete geche,Electricity
tar chire geche,Electricity
wire kete geche,Electricity
light jhikmik korche,Electricity
current asche na,Electricity
biddut bondho hoye geche,Electricity
tar jhulche,Electricity
tar loose ache,Electricity
transformer theke awaj asche,Electricity
transformer theke dhoa berocche,Electricity
electric pole pore geche,Electricity
alo asche ar jacche,Electricity
phase kete geche,Electricity
single phase asche,Electricity
3 phase nei,Electricity
electric spark hocche,Electricity
pole theke spark asche,Electricity
meter kaj korche na,Electricity
meter bondho ache,Electricity
electric meter bhanga,Electricity
fuse box bhanga,Electricity
rastar alo jolche na,Electricity
street light kharap,Electricity
tube light blink korche,Electricity
voltage khub kom,Electricity
voltage khub beshi,Electricity
current theke shock lagche,Electricity
tar matite pore ache,Electricity
wire theke chingari berocche,Electricity
switch board gorom hocche,Electricity
plug theke spark asche,Electricity
socket bhanga,Electricity
apartment e current nei,Electricity
ghare alo nei,Electricity
office e power cut,Electricity
dokane current bondho,Electricity
bajare current nei,Electricity
karkhanay biddut nei,Electricity
schoole current chole geche,Electricity
haspatale current bondho,Electricity
generator start hocche na,Electricity
UPS kaj korche na,Electricity
inverter charge hocche na,Electricity
MCB trip koreche,Electricity
main switch bondho,Electricity
main line kete geche,Electricity
electric bill beshi asche,Electricity
meter reading vul,Electricity
koler jol nongra,Water Supply
jol nei,Water Supply
water cut hoyeche,Water Supply
kol shukhno,Water Supply
joler pressure kom,Water Supply
jol leak korche,Water Supply
pipe leak hoye geche,Water Supply
tank khali,Water Supply
jole baje gondho,Water Supply
kadajukto jol,Water Supply
gondho jol,Water Supply
joler obhab,Water Supply
koler jol gola,Water Supply
ghare jol asche na,Water Supply
sokal theke jol nei,Water Supply
tap theke jol porche na,Water Supply
pipe theke jol porche,Water Supply
jol theke fota fota porche,Water Supply
joler tank faka,Water Supply
jol furiye geche,Water Supply
kalo jol asche,Water Supply
jol unsafe,Water Supply
jol khawar joggo noy,Water Supply
kol bhanga,Water Supply
koler handle bhenge geche,Water Supply
pipe fete geche,Water Supply
paani overflow hocche,Water Supply
tank theke jol upche porche,Water Supply
motor kaj korche na,Water Supply
pump kharap,Water Supply
motor theke awaj asche,Water Supply
motor pora gondho,Water Supply
joler meter kharap,Water Supply
joler bill vul asche,Water Supply
joler somoy bodle geche,Water Supply
ratrer jol aseni,Water Supply
sokaler joler supply bondho,Water Supply
water tanker dorkar,Water Supply
tanker deri te asheche,Water Supply
pipe e hawa dhukeche,Water Supply
joler flow thik nei,Water Supply
high pressure e pipe feteche,Water Supply
pipe e kachra jomeche,Water Supply
joler taste kharap,Water Supply
jole chlorine er gondho,Water Supply
filter kaj korche na,Water Supply
RO kharap hoye geche,Water Supply
kacharar gari asheni,Sanitation
moyla tola hoyni,Sanitation
dustbin upche porche,Sanitation
rasta nongra,Sanitation
rastay moyla pore ache,Sanitation
baje gondho asche moyla theke,Sanitation
moylar stup,Sanitation
kachra jome geche,Sanitation
safaikormi asheni,Sanitation
public dustbin bhorti,Sanitation
drain poriskar noy,Sanitation
kachra rastay chhorano,Sanitation
rastay badbu,Sanitation
dustbin er cover nei,Sanitation
rastar pashe moyla fela hoyeche,Sanitation
nongra charidike,Sanitation
drain e moyla,Sanitation
nalay kachra,Sanitation
moylar jonno drain block,Sanitation
garbage truck deri te esheche,Sanitation
rasta jharu dewa hoyni,Sanitation
bagane moyla,Sanitation
park nongra,Sanitation
schoole r pashe kachra,Sanitation
haspataler baire moyla,Sanitation
bajar nongra,Sanitation
nongray mosha machi,Sanitation
moylar jonno rog choracche,Sanitation
khola moylar stup,Sanitation
plastic er packet chhorano,Sanitation
kagoz er tukro rastay,Sanitation
rasta theke moyla soran,Sanitation
dustbin dhuye din,Sanitation
bhanga dustbin bodlan,Sanitation
bheja ar shukno moyla eksathe,Sanitation
moyla porano hocche,Sanitation
porano moylar dhoa,Sanitation
rasta jharu dewa dorkar,Sanitation
pashur gu rastay,Sanitation
mora pashur gondho,Sanitation
sulabh souchalay nongra,Sanitation
toilet clean kora dorkar,Sanitation
toilet er flush bhanga,Sanitation
rastay gorto,Road Maintenance
bumpy rasta,Road Maintenance
rasta bhenge geche,Road Maintenance
rastay crack,Road Maintenance
rastay boro bhanga,Road Maintenance
rasta damage,Road Maintenance
bridge e crack ache,Road Maintenance
footpath bhenge geche,Road Maintenance
rasta unsafe,Road Maintenance
manhole er dhakna nei,Road Maintenance
cycle track bhanga,Road Maintenance
kharap rasta,Road Maintenance
asphalt uthe geche,Road Maintenance
uneven rasta,Road Maintenance
pull bhenge jacche,Road Maintenance
footpath er tile khule geche,Road Maintenance
bipojjonok rasta,Road Maintenance
khola manhole,Road Maintenance
rastar majhkane gorto,Road Maintenance
rasta patch kora dorkar,Road Maintenance
rasta chawra kora dorkar,Road Maintenance
lane marking nei,Road Maintenance
speed breaker bhanga,Road Maintenance
speed bump kharap,Road Maintenance
road sign nei,Road Maintenance
signboard pore geche,Road Maintenance
rastay pathor pore ache,Road Maintenance
rastay kada,Road Maintenance
construction er jinish rastay,Road Maintenance
kaj incomplete ache,Road Maintenance
kajer jonno rasta block,Road Maintenance
jol jome rasta kharap,Road Maintenance
bristite rasta bhengeche,Road Maintenance
rastay tel poreche slippery,Road Maintenance
pitch uthe jacche,Road Maintenance
cement rasta fata,Road Maintenance
footpath e badha,Road Maintenance
zebra crossing dekha jacche na,Road Maintenance
signal er kache rasta bhanga,Road Maintenance
highway kharap,Road Maintenance
market er rasta bhanga,Road Maintenance
rasta bose geche,Road Maintenance
flyover er joint bhanga,Road Maintenance
underpass e jol,Road Maintenance
gach pore rasta atkeche,Road Maintenance
traffic signal bondho,Public Lighting
signal kaj korche na,Public Lighting
street lamp bondho,Public Lighting
lamp post bhanga,Public Lighting
alo jhikmik korche,Public Lighting
traffic light problem,Public Lighting
alo jolche na,Public Lighting
pole er alo bondho,Public Lighting
signal blink korche na,Public Lighting
signal light fuse,Public Lighting
red light kaj korche na,Public Lighting
green light asche na,Public Lighting
pedestrian signal bondho,Public Lighting
lamp post beke geche,Public Lighting
lamp er tar kete geche,Public Lighting
switch box bhanga,Public Lighting
din dupure alo jolche,Public Lighting
automatic sensor fail,Public Lighting
lamp er kach bhanga,Public Lighting
bulb change kora dorkar,Public Lighting
LED street light bondho,Public Lighting
park er alo fuse,Public Lighting
timer display bondho,Public Lighting
pole theke chingari asche,Public Lighting
pole er tar beriye ache,Public Lighting
alo khub dim,Public Lighting
gas er gondho,Gas Leaks
gas pipe fete geche,Gas Leaks
barir kache gas leak,Gas Leaks
kitchen e gas er gondho,Gas Leaks
pipeline fata,Gas Leaks
gas berocche,Gas Leaks
cylinder theke gas asche,Gas Leaks
gas connection loose,Gas Leaks
stove theke gas leak,Gas Leaks
regulator kharap,Gas Leaks
gas er knob loose,Gas Leaks
factory te gas leak,Gas Leaks
boiler theke gas leak,Gas Leaks
cylinder blast,Gas Leaks
cylinder theke shish dewar awaj,Gas Leaks
gas meter leak,Gas Leaks
pipe e jhong dhoreche,Gas Leaks
pipe er rong bodle geche,Gas Leaks
bissakto gas leak,Gas Leaks
gas sensor alarm bajche,Gas Leaks
main valve theke leak,Gas Leaks
gas er emergency stop fail,Gas Leaks
pipe er welding fata,Gas Leaks
khub jore awaj,Noise
khub chitkar,Noise
noisy elaka,Noise
construction er awaj,Noise
factory r awaj,Noise
music khub jore,Noise
high volume er awaj,Noise
speaker er awaj,Noise
generator er awaj,Noise
gari horn dicche khub,Noise
horn er shobdo,Noise
drilling er awaj,Noise
dj bajche,Noise
porshir bari theke loud music,Noise
party r awaj,Noise
biyer band er awaj,Noise
band baja bajche,Noise
pujor loudspeaker,Noise
mandirer loudspeaker,Noise
masjider loudspeaker,Noise
kirtan er awaj,Noise
bazi fatar awaj,Noise
patakar awaj,Noise
political rally r shobdo,Noise
shloganer awaj,Noise
dj sound system loud,Noise
bass khub beshi,Noise
microphone theke awaj,Noise
welding er awaj,Noise
rasta katar awaj,Noise
bulldozer er awaj,Noise
truck er horn,Noise
train er horn,Noise
aeroplane er jore awaj,Noise
bike er silencer er awaj,Noise
lathe machine er awaj,Noise
moylar gondho,Waste Management
dustbin bhorti,Waste Management
bin upche porche,Waste Management
moylar stup,Waste Management
moyla poriskar hoyni,Waste Management
plastic er moyla,Waste Management
kachra jome geche,Waste Management
kooda badboo korche,Waste Management
garbage collection deri,Waste Management
dustbin theke gondho asche,Waste Management
rasta theke moyla tola hoyni,Waste Management
moylar truck asheni,Waste Management
kachra bikhar geche,Waste Management
moylate idur,Waste Management
moylate machi,Waste Management
moylate mosha,Waste Management
kukur moyla khacche,Waste Management
plastic bag jomeche,Waste Management
medical waste rastay,Waste Management
injdction er chuch rastay,Waste Management
bhanga kach moylate,Waste Management
electronic waste,Waste Management
purono asbabpotro rastay,Waste Management
cement er bosta moylay,Waste Management
baganer moyla,Waste Management
bheja ar shukno moyla eksathe,Waste Management
moyla porano hocche,Waste Management
dhoa asche moyla theke,Waste Management
jol jomeche,Drainage
sewer block,Drainage
rastay bonnya,Drainage
sewage overflow hocche,Drainage
drain er gondho,Drainage
drain er jol pichone asche,Drainage
rasta e jol khariye ache,Drainage
nalar gondho asche,Drainage
drain theke badbu,Drainage
gutter block,Drainage
manhole er dhakna nei,Drainage
nalay mosha dim parche,Drainage
stagnant jol,Drainage
drain er jol jacche na,Drainage
rastay joler pukur,Drainage
drain clear kora hoyni,Drainage
drain e moyla jomeche,Drainage
plastic theke nala jam,Drainage
nalay poka makor,Drainage
drain e mora pashu,Drainage
chemical theke nalar jol kalo,Drainage
toilet er drain block,Drainage
barite sewer er jol dhukche,Drainage
bristir jol jome geche,Drainage
नाला overflow hocche,Drainage
gach pore geche,Tree/Landscape
dal bhenge poreche,Tree/Landscape
gach rasta atkeche,Tree/Landscape
gacher shikor rasta bhengeche,Tree/Landscape
bagan nongra,Tree/Landscape
bhanga dal,Tree/Landscape
gach boro hoye alo atkeche,Tree/Landscape
gach signal atkeche,Tree/Landscape
gach kata dorkar,Tree/Landscape
gach upre geche,Tree/Landscape
garir opor gach poreche,Tree/Landscape
jhore dal bhengeche,Tree/Landscape
bipojjonok bhabe gach heleye ache,Tree/Landscape
shukno dal porte pare,Tree/Landscape
footpath e dal pore ache,Tree/Landscape
shikor drain block korche,Tree/Landscape
shikor building fata korche,Tree/Landscape
gach electric tar chhucche,Tree/Landscape
gacher pata jome drain block,Tree/Landscape
park e khub jhongol,Tree/Landscape
gacher guri rastay,Tree/Landscape
mosha hocche,Public Health
haspataler nongra,Public Health
clinic er moyla,Public Health
sasther khoti,Public Health
pocha moyla,Public Health
medical moyla,Public Health
nongra clinic,Public Health
nongra elaka,Public Health
dengue barche,Public Health
malaria hocche,Public Health
tanker jol nongra,Public Health
tanker dhakna nei,Public Health
kuyoy nongra jol,Public Health
drain er jole mosha,Public Health
elakay idur,Public Health
arshola barche,Public Health
public toilet nongra,Public Health
toilet e gondho,Public Health
toilet e jol nei,Public Health
vyabohar kora mask rastay,Public Health
rastay rokter daag,Public Health
rasta kinaray baje khabar,Public Health
unhygienic street food,Public Health
machhi bosa khabar,Public Health
pocha fol bikkri hocche,Public Health
swimming pool er jol nongra,Public Health
rastay lok hishu korche,Public Health
rastay pashur gu,Public Health
mora kukur rastay,Public Health
dhoya theke air pollution,Public Health
moshak marar tel dewa hoyni,Public Health
fogging hocche na,Public Health
osudh nosto hoye geche,Public Health
taka ferot paini,Consumer Affairs
billing er somossa,Consumer Affairs
dame thokiyeche,Consumer Affairs
vul bill diyeche,Consumer Affairs
bill niye jhamela,Consumer Affairs
overcharge koreche,Consumer Affairs
bill e vul,Consumer Affairs
beshi charge koreche,Consumer Affairs
double charge keteche,Consumer Affairs
bank e beshi taka keteche,Consumer Affairs
EMI vul keteche,Consumer Affairs
ATM theke taka beroni,Consumer Affairs
ATM e cash nei,Consumer Affairs
fake product diyeche,Consumer Affairs
vul jinis esheche,Consumer Affairs
bhanga product diyeche,Consumer Affairs
product kaj korche na,Consumer Affairs
service valo noy,Consumer Affairs
order cancel kore diyeche,Consumer Affairs
customer care phone dhorche na,Consumer Affairs
mitha biggapon,Consumer Affairs
offer deyni,Consumer Affairs
flight ticket cancel,Consumer Affairs
varatia jhamela,Rent/Building
bari bipojjonok,Rent/Building
barite crack,Rent/Building
beaini nirman,Rent/Building
vanga bari,Rent/Building
bari valo nei,Rent/Building
vitti durbol,Rent/Building
dewal fata,Rent/Building
chhad chuinye jol porche,Rent/Building
varatia vara dicche na,Rent/Building
varatia bari chharche na,Rent/Building
